sentence,label,tokens,word_count,char_count
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,neutral,"['pharmaceuticals', 'czech', 'republic', 'this', 'brand', 'new', 'market', 'analysis', 'gives', 'a', 'clear', 'overview', 'of', 'the', 'actual', 'situation', 'and', 'future', 'outlook', 'of', 'the', 'pharmaceutical', 'market', 'in', 'czech', 'republic']",26,178
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,neutral,"['pharmaceuticals', 'italy', 'this', 'brand', 'new', 'market', 'analysis', 'gives', 'a', 'clear', 'overview', 'of', 'the', 'actual', 'situation', 'and', 'future', 'outlook', 'of', 'the', 'pharmaceutical', 'market', 'in', 'italy']",24,160
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral,"['pharmaceuticals', 'netherlands', 'this', 'brand', 'new', 'market', 'analysis', 'gives', 'a', 'clear', 'overview', 'of', 'the', 'actual', 'situation', 'and', 'future', 'outlook', 'of', 'the', 'pharmaceutical', 'market', 'in', 'netherlands']",24,172
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral,"['pharmaceuticals', 'poland', 'this', 'brand', 'new', 'market', 'analysis', 'gives', 'a', 'clear', 'overview', 'of', 'the', 'actual', 'situation', 'and', 'future', 'outlook', 'of', 'the', 'pharmaceutical', 'market', 'in', 'poland']",24,162
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral,"['pharmaceuticals', 'spain', 'this', 'brand', 'new', 'market', 'analysis', 'gives', 'a', 'clear', 'overview', 'of', 'the', 'actual', 'situation', 'and', 'future', 'outlook', 'of', 'the', 'pharmaceutical', 'market', 'in', 'spain']",24,160
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,"['product', 'coverage', 'baked', 'goods', 'biscuits', 'breakfast', 'cereals', 'data', 'coverage', 'market', 'sizes', 'historic', 'and', 'forecasts', 'company', 'shares', 'brand', 'shares', 'and', 'distribution', 'data']",21,169
"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",neutral,"['pulkovo', 'park', 'will', 'be', 'ready', 'in', 'its', 'first', 'stage', 'of', 'sq', 'm', 'will', 'be', 'finished', 'in', 'the', 'first', 'quarter', 'of']",20,117
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,"['quality', 'chargers', 'under', 'chargz', 'brand', 'are', 'sold', 'in', 'selected', 'retail', 'stores', 'and', 'other', 'sales', 'locations', 'world', 'wide']",17,109
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,"['rapala', 'vmc', 'corporation', 'rapala', 'a', 'leading', 'fishing', 'tackle', 'and', 'sporting', 'goods', 'manufacturer', 'and', 'distributor', 'is', 'the', 'main', 'owner', 'of', 'peltonen', 'with', 'its', 'shareholding']",23,165
"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",neutral,"['remote', 'phone', 'management', 'demonstrates', 'sysopen', 'digia', 's', 'unique', 'end', 'to', 'end', 'offering', 'for', 'operators', 'handset', 'manufacturers', 'and', 'enterprise', 'customers']",19,145
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",positive,"['renzo', 'piano', 's', 'building', 'design', 'will', 'be', 'a', 'wonderful', 'addition', 'to', 'london', 's', 'skyline', 'says', 'noud', 'veeger', 'evp', 'and', 'area', 'director', 'for', 'central', 'and', 'north', 'europe', 'at', 'kone']",28,165
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral,"['reporting', 'in', 'accordance', 'with', 'the', 'merged', 'business', 'operations', 'will', 'start', 'as', 'of', 'january']",13,95
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral,"['rushydro', 'has', 'an', 'agreement', 'to', 'transfer', 'its', 'stakes', 'in', 'oesk', 'and', 'the', 'five', 'ercs', 'into', 'the', 'trust', 'management', 'of', 'inter', 'rao']",21,115
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,"['russia', 'wants', 'to', 'utilise', 'its', 'huge', 'forest', 'reserves', 'in', 'a', 'very', 'different', 'way', 'from', 'what', 'has', 'been', 'done', 'so', 'far']",20,105
Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,neutral,"['ruukki', 'is', 'restructuring', 'commercial', 'and', 'industrial', 'construction', 'operations', 'in', 'pursuit', 'of', 'permanent', 'improvements', 'whilst', 'adjusting', 'operations', 'to', 'market', 'conditions']",19,161
s already good position in the technical building services market in Ostrobothnia .,neutral,"['s', 'already', 'good', 'position', 'in', 'the', 'technical', 'building', 'services', 'market', 'in', 'ostrobothnia']",12,83
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,"['s', 'group', 's', 'loyal', 'customer', 'magazine', 'yhteishyv', 'came', 'second', 'with', 'readers', 'and', 'sanoma', 'corporation', 's', 'daily', 'newspaper', 'helsingin', 'sanomat', 'was', 'third', 'with', 'readers']",23,176
"SCOPI Chief Business Excellence Officer , Eng .",neutral,"['scopi', 'chief', 'business', 'excellence', 'officer', 'eng']",6,47
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",neutral,"['seppala', 'transferred', 'the', 'sale', 'to', 'a', 'greater', 'extent', 'than', 'last', 'year', 'to', 'february', 'and', 'this', 'is', 'reflected', 'on', 'the', 'january', 'sales', 'figures']",22,130
"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",neutral,"['stora', 'enso', 'oyj', 'said', 'friday', 'it', 'will', 'sell', 'its', 'north', 'american', 'unit', 'to', 'newpage', 'in', 'a', 'deal', 'valued', 'at', 'euro', 'billion', 'us', 'million']",23,133
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,"['subject', 'matter', 'of', 'the', 'invention', 'furthermore', 'is', 'the', 'use', 'of', 'the', 'cyclone', 'for', 'separating', 'partly', 'molten', 'particles']",17,113
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,"['taking', 'a', 'cue', 'from', 'the', 'playbook', 'of', 'the', 'east', 'dillon', 'lions', 'we', 've', 'created', 'a', 'special', 'team', 'of', 'heavy', 'hitting', 'style', 'players', 'such', 'as', 'boot', 'cut', 'jeans', 'tummy', 'tops', 'and', 'of', 'course', 'cowboy', 'boots']",34,189
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,"['tekla', 's', 'defense', 'business', 'employs', 'over', 'persons', 'and', 'is', 'located', 'in', 'espoo', 'finland']",13,85
"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",neutral,"['tekla', 's', 'software', 'solutions', 'make', 'customers', 'core', 'processes', 'more', 'effective', 'in', 'building', 'and', 'construction', 'energy', 'distribution', 'infrastructure', 'management', 'and', 'water', 'supply']",21,172
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,positive,"['tekla', 'will', 'implement', 'the', 'renewal', 'in', 'software', 'versions', 'which', 'will', 'be', 'introduced', 'in', 'spring']",14,95
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,"['tekla', 'will', 'organize', 'an', 'information', 'meeting', 'for', 'analysts', 'and', 'media', 'at', 'wtc', 'helsinki', 'marski', 'meeting', 'room', 'aleksanterinkatu', 'the', 'same', 'day', 'at', 'p', 'm', 'light', 'lunch', 'will', 'be', 'served']",28,188
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,positive,"['the', 'aim', 'is', 'to', 'convert', 'the', 'plants', 'into', 'flexible', 'manufacturers', 'of', 'new', 'and', 'technologically', 'demanding', 'products']",16,108
The aim is to develop open-source application solutions .,neutral,"['the', 'aim', 'is', 'to', 'develop', 'open', 'source', 'application', 'solutions']",9,57
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,"['the', 'annual', 'general', 'meeting', 'approved', 'a', 'dividend', 'of', 'eur', 'per', 'share', 'that', 'is', 'a', 'total', 'of', 'eur', 'million']",18,109
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,"['the', 'annual', 'general', 'meeting', 'approved', 'that', 'the', 'yearly', 'remuneration', 'for', 'the', 'members', 'of', 'the', 'board', 'of', 'directors', 'shall', 'remain', 'at', 'eur', 'for', 'the', 'chairman', 'of', 'the', 'board', 'eur', 'for', 'the', 'deputy', 'chairman', 'of', 'the', 'board', 'and', 'eur', 'for', 'other', 'members', 'of', 'the', 'board']",43,261
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,positive,"['the', 'annual', 'thesis', 'contest', 'is', 'aimed', 'to', 'enhance', 'the', 'thesis', 'quality', 'and', 'to', 'strengthen', 'the', 'thesis', 'culture', 'in', 'polytechnics']",19,119
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,"['the', 'board', 'machine', 'which', 'will', 'have', 'a', 'wire', 'width', 'of', 'm', 'and', 'a', 'design', 'speed', 'of', 'm', 'min', 'will', 'produce', 'close', 'to', 'tonnes', 'of', 'folding', 'boxboard', 'per', 'day']",28,157
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,neutral,"['the', 'board', 'of', 'directors', 'also', 'proposed', 'that', 'a', 'dividend', 'of', 'eur', 'per', 'outstanding', 'share', 'be', 'paid']",16,96
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,"['the', 'change', 'in', 'holdings', 'in', 'accordance', 'with', 'chapter', 'section', 'of', 'the', 'finnish', 'securities', 'markets', 'act', 'is', 'described', 'below']",18,122
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,"['the', 'company', 'also', 'appointed', 'leif', 'rosen', 'head', 'of', 'the', 'special', 'plate', 'unit', 'which', 'includes', 'the', 'quarto', 'plate', 'units', 'in', 'degerfors', 'sweden', 'and', 'new', 'castle', 'usa', 'the', 'unit', 'in', 'willich', 'germany', 'as', 'well', 'as', 'pressplate', 'and', 'prefab', 'in', 'avesta', 'and', 'plate', 'service', 'centre', 'nordic', 'in', 'degerfors']",45,275
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral,"['the', 'company', 'designs', 'manufactures', 'and', 'markets', 'advanced', 'composite', 'products', 'for', 'industrial', 'applications', 'and', 'consumer', 'goods', 'such', 'as', 'cross', 'country', 'alpine', 'and', 'nordic', 'walking', 'poles', 'floorball', 'sticks', 'and', 'antenna', 'radomes']",29,218
"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",neutral,"['the', 'company', 'had', 'earlier', 'said', 'that', 'it', 'was', 'considering', 'different', 'strategic', 'options', 'for', 'the', 'struggling', 'low', 'cost', 'mobile', 'operator', 'including', 'a', 'divestment', 'of', 'its', 'holding']",25,166
The company had hoped the new plant would be on stream by the end of 2008 .,neutral,"['the', 'company', 'had', 'hoped', 'the', 'new', 'plant', 'would', 'be', 'on', 'stream', 'by', 'the', 'end', 'of']",15,75
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,"['the', 'company', 'is', 'owned', 'by', 'the', 'state', 'of', 'finland', 'and', 'the', 'european', 'aeronautic', 'defense', 'and', 'space', 'company', 'eads', 'n', 'v', 'tekla', 'is', 'an', 'international', 'software', 'company', 'that', 'provides', 'solutions', 'for', 'building', 'and', 'construction', 'energy', 'distribution', 'and', 'municipalities']",37,248
